Order ID,Order Date,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-00589,2024-09-23,East,Office Supplies,Binders,Premium Binder,3,0.1,712.75,29.33
ORD-00590,2025-12-05,South,Office Supplies,Paper,Copy Paper,7,0.1,3314.65,535.36
ORD-00591,2025-07-15,Central,Furniture,Tables,Computer Table,7,0.15,1448.02,161.27
ORD-00592,2025-10-23,South,Office Supplies,Binders,Ring Binder,2,0.15,977.42,19.69
ORD-00593,2025-09-19,Central,Office Supplies,Storage,Desk Organizer,5,0.15,801.96,-149.17
ORD-00594,2024-05-19,Central,Furniture,Bookcases,Metal Bookcase,8,0.1,4417.68,94.18
ORD-00595,2024-11-24,West,Furniture,Chairs,Conference Chair,1,0.05,768.69,-48.22
ORD-00596,2024-05-08,South,Technology,Phones,Smartphone,2,0.05,62.18,-5.76
ORD-00597,2025-03-06,Central,Office Supplies,Paper,Printer Paper,1,0.1,80.51,11.29
ORD-00598,2024-05-29,West,Office Supplies,Paper,Copy Paper,8,0.05,1342.29,261.22
ORD-00599,2025-01-25,West,Furniture,Bookcases,Wood Bookcase,7,0.15,1433.65,344.06
ORD-00600,2024-07-22,South,Technology,Phones,Office Phone,4,0.15,1245.54,279.82
ORD-00601,2024-11-26,East,Technology,Machines,Printer,2,0.1,770.95,-52.07
ORD-00602,2025-01-04,West,Technology,Phones,Smartphone,4,0.3,1326.99,-329.18
ORD-00603,2024-10-09,West,Office Supplies,Binders,Premium Binder,1,0.2,599.56,-6.82
ORD-00604,2025-09-02,East,Office Supplies,Binders,Premium Binder,3,0.15,263.61,17.68
ORD-00605,2025-10-02,West,Furniture,Tables,Computer Table,3,0.3,1216.44,-250.1
ORD-00606,2025-05-14,East,Office Supplies,Storage,Desk Organizer,6,0.15,3418.15,-709.87
ORD-00607,2025-01-21,Central,Technology,Phones,Business Phone,1,0.15,549.75,21.8
ORD-00608,2025-07-09,South,Furniture,Bookcases,Wood Bookcase,6,0.1,3458.95,-271.01
ORD-00609,2025-09-05,East,Furniture,Bookcases,Wood Bookcase,8,0.1,5141.34,226.93
ORD-00610,2025-04-09,West,Technology,Machines,Scanner,3,0,1510.18,-18.92
ORD-00611,2025-09-27,East,Office Supplies,Storage,File Cabinet,7,0.05,2963.9,107.8
ORD-00612,2025-07-18,East,Technology,Accessories,Mouse,7,0.3,1755.88,-370
ORD-00613,2025-11-05,West,Furniture,Chairs,Office Chair,1,0.05,102.21,-10.67
ORD-00614,2024-02-02,South,Technology,Accessories,Headset,5,0,1528.78,150.95
ORD-00615,2024-03-13,West,Furniture,Bookcases,Metal Bookcase,2,0.15,1241.23,-235.31
ORD-00616,2025-07-25,South,Office Supplies,Storage,File Cabinet,5,0.2,245.62,-48.54
ORD-00617,2024-11-07,West,Furniture,Bookcases,Wood Bookcase,2,0.3,370.36,-28.79
ORD-00618,2024-07-16,East,Technology,Machines,Printer,7,0.3,662.4,25.68
ORD-00619,2025-01-01,South,Technology,Machines,Scanner,2,0.05,1260.29,76.23
ORD-00620,2025-05-31,Central,Technology,Phones,Office Phone,8,0.1,5646.72,271.25
ORD-00621,2024-11-28,Central,Office Supplies,Storage,Storage Box,6,0.2,1184.25,24.86
ORD-00622,2025-01-19,Central,Office Supplies,Paper,Printer Paper,7,0,4105.67,1117.4
ORD-00623,2025-09-02,West,Technology,Phones,Business Phone,1,0.1,768.13,-81.56
ORD-00624,2024-11-18,West,Technology,Accessories,Headset,3,0,148.3,-2.43
ORD-00625,2024-05-21,Central,Office Supplies,Storage,File Cabinet,4,0.1,2545.29,-414.18
ORD-00626,2025-02-13,East,Technology,Phones,Office Phone,6,0.15,894.34,145.17
ORD-00627,2025-12-07,West,Technology,Machines,Scanner,1,0.3,601.72,-47.83
ORD-00628,2024-02-27,Central,Office Supplies,Paper,Printer Paper,2,0.05,1191.3,236.19
ORD-00629,2024-01-12,South,Furniture,Tables,Computer Table,1,0.1,430.12,-58.58
ORD-00630,2025-05-29,East,Furniture,Chairs,Conference Chair,7,0.15,4091.11,192.76
ORD-00631,2024-04-02,East,Office Supplies,Paper,Printer Paper,3,0.05,836.05,22.07
ORD-00632,2024-02-20,South,Office Supplies,Binders,Ring Binder,7,0.3,787.96,-152.04
ORD-00633,2025-07-26,East,Office Supplies,Paper,Notebook Paper,4,0.2,1901.81,206.17
ORD-00634,2024-09-09,East,Furniture,Tables,Conference Table,6,0.3,4111.59,-879
ORD-00635,2025-11-18,South,Office Supplies,Paper,Printer Paper,4,0.1,1126.04,108.65
ORD-00636,2024-11-08,East,Office Supplies,Storage,Storage Box,3,0.15,158.83,25.23
ORD-00637,2024-07-23,Central,Furniture,Bookcases,Wood Bookcase,2,0.3,115.7,21
ORD-00638,2024-05-31,Central,Furniture,Tables,Computer Table,2,0.1,723.54,-140.75
ORD-00639,2024-08-02,East,Furniture,Bookcases,Metal Bookcase,8,0.2,4478.99,-738.94
ORD-00640,2025-12-16,West,Office Supplies,Storage,Desk Organizer,1,0.1,149.03,-11.08
ORD-00641,2025-12-14,Central,Furniture,Tables,Computer Table,1,0,323.14,-17.84
ORD-00642,2025-11-06,Central,Furniture,Chairs,Ergonomic Chair,7,0.05,5421.05,224.59
ORD-00643,2025-12-27,West,Office Supplies,Paper,Notebook Paper,2,0.05,345.87,87.24
ORD-00644,2025-07-28,West,Furniture,Chairs,Conference Chair,5,0.1,1960.47,269.41
ORD-00645,2024-01-19,Central,Technology,Accessories,Mouse,5,0.05,3934.57,1013.74
ORD-00646,2024-10-09,West,Technology,Accessories,Mouse,1,0.2,722.3,-91.18
ORD-00647,2024-12-15,South,Technology,Phones,Smartphone,7,0.2,5115.66,264.61
ORD-00648,2025-10-02,East,Office Supplies,Binders,Presentation Binder,3,0.15,2243.64,450.92
ORD-00649,2024-12-03,South,Technology,Phones,Smartphone,3,0.2,1260.43,174
ORD-00650,2024-05-21,Central,Technology,Machines,Shredder,3,0.15,2300.28,532.19
ORD-00651,2024-05-28,East,Office Supplies,Binders,Presentation Binder,2,0.05,528.76,112.17
ORD-00652,2024-01-31,Central,Office Supplies,Paper,Printer Paper,8,0.3,5537.71,865.54
ORD-00653,2024-10-07,East,Furniture,Chairs,Office Chair,3,0,1844.13,187.2
ORD-00654,2024-09-30,East,Technology,Phones,Smartphone,1,0.1,79.94,12.29
ORD-00655,2024-05-17,South,Technology,Machines,Scanner,3,0.15,1164.61,-179.63
ORD-00656,2024-07-16,East,Furniture,Tables,Office Table,5,0.15,931.66,85.08
ORD-00657,2024-07-26,East,Furniture,Chairs,Ergonomic Chair,8,0.3,2023.3,-90.1
ORD-00658,2024-09-09,South,Office Supplies,Binders,Presentation Binder,7,0.3,1709.79,44.95
ORD-00659,2025-08-08,West,Technology,Phones,Business Phone,8,0,5637.35,-377.52
ORD-00660,2025-07-04,South,Technology,Phones,Office Phone,7,0.2,4101.88,872.85
ORD-00661,2024-07-13,Central,Office Supplies,Paper,Printer Paper,5,0.15,721.2,-59.19
ORD-00662,2024-02-25,East,Office Supplies,Storage,Storage Box,2,0.3,759.45,-130.86
ORD-00663,2025-08-22,East,Office Supplies,Paper,Printer Paper,8,0,1276.2,116.83
ORD-00664,2025-12-30,East,Office Supplies,Binders,Ring Binder,6,0.3,2918.69,210.95
ORD-00665,2024-06-16,West,Furniture,Chairs,Conference Chair,8,0.3,2242.91,-31.5
ORD-00666,2025-01-28,East,Office Supplies,Storage,Storage Box,1,0.05,722.41,48.85
ORD-00667,2025-11-06,East,Furniture,Chairs,Office Chair,1,0.15,250.53,29.66
ORD-00668,2025-04-01,Central,Technology,Phones,Smartphone,3,0.05,67.41,10.76
ORD-00669,2024-01-13,South,Office Supplies,Paper,Notebook Paper,1,0.2,673.08,-81.16
ORD-00670,2025-08-25,South,Office Supplies,Paper,Printer Paper,2,0.2,927.35,-108.9
ORD-00671,2025-07-14,Central,Technology,Machines,Shredder,4,0,656.7,-101.57
ORD-00672,2024-12-23,West,Furniture,Chairs,Conference Chair,5,0.1,3597.26,-656.3
ORD-00673,2025-03-02,East,Furniture,Bookcases,Metal Bookcase,3,0.15,1745.44,-90.44
ORD-00674,2024-02-06,West,Office Supplies,Paper,Printer Paper,7,0,4281.09,890.13
ORD-00675,2024-03-07,Central,Office Supplies,Binders,Premium Binder,5,0.1,2101.62,76.37
ORD-00676,2025-12-13,East,Technology,Phones,Smartphone,2,0.15,1125.7,68.33
ORD-00677,2025-12-24,Central,Office Supplies,Storage,Storage Box,5,0.2,2225.9,126.19
ORD-00678,2024-05-12,South,Technology,Machines,Shredder,8,0.15,5006.73,946.2
ORD-00679,2024-08-26,Central,Furniture,Chairs,Office Chair,1,0.15,488.81,-79.8
ORD-00680,2024-07-31,South,Office Supplies,Binders,Ring Binder,6,0.2,3697.67,-489.29
ORD-00681,2025-10-17,East,Technology,Accessories,Mouse,2,0.1,495.73,23.79
ORD-00682,2024-01-07,West,Technology,Accessories,Mouse,7,0.3,3002.84,560.49
ORD-00683,2024-06-28,East,Office Supplies,Paper,Notebook Paper,8,0.15,4942.31,392.91
ORD-00684,2025-05-08,East,Technology,Accessories,Headset,6,0.15,3646.98,-98.77
ORD-00685,2024-02-27,Central,Technology,Machines,Shredder,6,0.2,2496.55,-335.04
ORD-00686,2025-12-02,Central,Office Supplies,Binders,Premium Binder,5,0,1422.69,-10.51
ORD-00687,2025-07-01,East,Technology,Machines,Scanner,3,0.2,316.75,41.14
ORD-00688,2024-11-11,Central,Technology,Phones,Business Phone,7,0,2853.92,-201.73
ORD-00689,2025-04-07,Central,Furniture,Bookcases,Metal Bookcase,3,0,935.66,-152.32
ORD-00690,2024-07-25,West,Office Supplies,Storage,File Cabinet,8,0.2,1065.37,-78.35
ORD-00691,2025-05-10,Central,Office Supplies,Binders,Premium Binder,3,0.05,1733.55,32.61
ORD-00692,2025-12-31,West,Furniture,Tables,Office Table,2,0.1,749.12,-137.67
ORD-00693,2025-06-17,Central,Furniture,Bookcases,Metal Bookcase,4,0.1,688.09,-50.35
ORD-00694,2025-06-29,Central,Office Supplies,Storage,File Cabinet,5,0.05,705.31,-98.64
ORD-00695,2025-09-29,West,Furniture,Bookcases,Metal Bookcase,6,0.1,762.92,90.79
ORD-00696,2024-10-17,East,Furniture,Chairs,Ergonomic Chair,6,0.2,2086.46,-355.04
ORD-00697,2025-04-27,West,Furniture,Tables,Office Table,2,0.15,626.96,66.87
ORD-00698,2025-08-29,South,Technology,Accessories,Mouse,6,0.05,3413.16,396.27
ORD-00699,2025-06-30,West,Office Supplies,Storage,File Cabinet,2,0.3,712.72,-32.38
ORD-00700,2025-12-01,South,Office Supplies,Binders,Premium Binder,3,0.2,630.65,-39.61
ORD-00701,2024-07-06,Central,Office Supplies,Paper,Printer Paper,1,0,390.76,-7.17
ORD-00702,2025-04-17,East,Office Supplies,Paper,Notebook Paper,3,0.2,285.82,41.75
ORD-00703,2024-04-19,Central,Technology,Machines,Printer,5,0.2,1802.91,75.08
ORD-00704,2024-09-01,East,Technology,Phones,Business Phone,7,0,2000.3,388.86
ORD-00705,2025-08-28,South,Office Supplies,Storage,Storage Box,4,0.05,2120.51,-332.22
ORD-00706,2025-12-29,South,Furniture,Bookcases,Metal Bookcase,6,0.2,548.17,-13.81
ORD-00707,2024-11-11,South,Furniture,Bookcases,Wood Bookcase,7,0.1,2767.88,273.12
ORD-00708,2024-04-02,East,Furniture,Bookcases,Wood Bookcase,3,0.3,378.48,-4.02
ORD-00709,2025-02-03,South,Furniture,Chairs,Conference Chair,6,0.1,2719.17,584.82
ORD-00710,2024-11-07,South,Technology,Accessories,Keyboard,1,0.2,749.94,-33.05
ORD-00711,2024-05-10,Central,Furniture,Tables,Computer Table,1,0,568.62,112.33
ORD-00712,2025-01-02,West,Office Supplies,Binders,Premium Binder,7,0.3,3110.12,101.39
ORD-00713,2025-12-29,South,Office Supplies,Paper,Printer Paper,4,0.3,574.46,-109.74
ORD-00714,2025-07-22,South,Office Supplies,Paper,Copy Paper,5,0.3,545.42,-136.17
ORD-00715,2025-10-25,West,Furniture,Bookcases,Metal Bookcase,7,0.05,594.73,61.22
ORD-00716,2025-03-01,South,Technology,Machines,Scanner,3,0.15,1205.08,43.92
ORD-00717,2025-04-05,South,Office Supplies,Binders,Premium Binder,7,0.2,171.54,-0.15
ORD-00718,2024-08-30,Central,Office Supplies,Storage,Desk Organizer,6,0,4698.13,382.19
ORD-00719,2025-12-22,Central,Furniture,Bookcases,Metal Bookcase,2,0.05,1164.35,57.81
ORD-00720,2024-10-13,South,Technology,Phones,Office Phone,2,0.05,767.31,114.08
ORD-00721,2025-11-15,West,Technology,Machines,Shredder,5,0.2,290.53,-20.91
ORD-00722,2024-01-12,South,Office Supplies,Storage,Storage Box,6,0.15,1705.2,396.07
ORD-00723,2024-10-28,Central,Furniture,Chairs,Conference Chair,5,0.3,2924.47,-395.38
ORD-00724,2025-10-06,South,Technology,Phones,Office Phone,1,0.3,733.05,85.83
ORD-00725,2025-10-01,West,Office Supplies,Paper,Copy Paper,3,0.2,227.86,29.74
ORD-00726,2024-09-15,East,Technology,Accessories,Mouse,5,0,2991.57,292.45
ORD-00727,2025-08-28,East,Technology,Accessories,Mouse,3,0.1,1843.84,-177.65
ORD-00728,2024-07-04,West,Office Supplies,Binders,Premium Binder,3,0.15,1753.16,-48.29
ORD-00729,2025-01-27,East,Technology,Accessories,Headset,3,0.05,1394.3,271.53
ORD-00730,2024-02-25,Central,Furniture,Chairs,Office Chair,8,0.15,3014.25,4.77
ORD-00731,2025-06-29,East,Office Supplies,Storage,Desk Organizer,7,0.15,1514.91,40.15
ORD-00732,2025-03-21,West,Office Supplies,Paper,Printer Paper,6,0.2,3150.07,-665.08
ORD-00733,2025-06-28,Central,Office Supplies,Storage,Desk Organizer,5,0.1,1125.42,184.64
ORD-00734,2024-09-18,South,Office Supplies,Storage,Desk Organizer,4,0.3,2013.07,200.16
ORD-00735,2025-06-16,Central,Technology,Machines,Printer,6,0.2,161.03,-36.41
ORD-00736,2024-03-10,West,Office Supplies,Binders,Presentation Binder,2,0.3,680.49,-104.84
ORD-00737,2024-10-17,Central,Furniture,Chairs,Office Chair,2,0,1504.07,183.55
ORD-00738,2024-08-10,West,Technology,Phones,Smartphone,3,0.15,1536.11,301.77
ORD-00739,2025-08-02,East,Furniture,Bookcases,Wood Bookcase,5,0.1,1873.1,422.65
ORD-00740,2025-10-16,South,Office Supplies,Paper,Notebook Paper,6,0.1,856.05,-146.35
ORD-00741,2024-03-04,South,Office Supplies,Paper,Copy Paper,5,0.1,774.08,-133.98
ORD-00742,2024-07-24,South,Furniture,Bookcases,Metal Bookcase,2,0.05,872.34,5.13
ORD-00743,2025-09-20,West,Office Supplies,Storage,Storage Box,2,0,153.75,12.73
ORD-00744,2024-09-13,South,Furniture,Tables,Office Table,1,0,538.39,-30.92
ORD-00745,2025-12-17,Central,Office Supplies,Storage,File Cabinet,8,0.15,2772.96,473.52
ORD-00746,2024-03-12,East,Furniture,Tables,Computer Table,8,0,3699.6,925.34
ORD-00747,2025-01-02,Central,Technology,Accessories,Mouse,1,0.3,737.85,31.47
ORD-00748,2025-01-09,Central,Furniture,Tables,Conference Table,4,0.05,1787.34,451.4
ORD-00749,2025-11-07,East,Office Supplies,Storage,Storage Box,2,0.3,1031,-32.18
ORD-00750,2025-10-09,South,Technology,Phones,Smartphone,1,0.05,39.29,10.44
ORD-00751,2024-09-01,South,Office Supplies,Binders,Presentation Binder,5,0.15,2100.53,349.22
ORD-00752,2025-04-05,West,Furniture,Tables,Office Table,6,0.3,296.34,-59.46
ORD-00753,2025-10-31,South,Technology,Machines,Printer,4,0,195.06,-22.41
ORD-00754,2025-10-31,West,Office Supplies,Storage,File Cabinet,4,0.3,1946.4,-483.47
ORD-00755,2025-10-09,West,Office Supplies,Binders,Ring Binder,3,0.2,199.18,29.09
ORD-00756,2024-04-26,South,Technology,Machines,Printer,2,0.05,696.08,125.85
ORD-00757,2025-11-25,South,Office Supplies,Binders,Presentation Binder,3,0.1,1966.81,314.35
ORD-00758,2024-02-16,East,Office Supplies,Binders,Premium Binder,5,0.05,3016.26,-347.46
ORD-00759,2025-01-13,East,Office Supplies,Binders,Presentation Binder,1,0.05,96.75,19.09
ORD-00760,2025-09-19,South,Furniture,Chairs,Ergonomic Chair,2,0,51.27,12.61
ORD-00761,2025-12-24,Central,Office Supplies,Storage,Storage Box,3,0.05,389.89,-26.46
ORD-00762,2025-04-06,South,Furniture,Chairs,Conference Chair,1,0.2,152.38,-0.01
ORD-00763,2024-03-31,Central,Office Supplies,Paper,Copy Paper,4,0.05,441.04,22.67
ORD-00764,2024-04-07,Central,Technology,Machines,Printer,8,0.3,3953.64,-505.45
ORD-00765,2024-07-17,West,Furniture,Bookcases,Metal Bookcase,8,0.05,1142.44,264.97
ORD-00766,2024-02-25,Central,Office Supplies,Binders,Ring Binder,5,0.1,2442.96,499.43
ORD-00767,2025-04-09,West,Furniture,Bookcases,Wood Bookcase,3,0.05,1874.33,57.41
ORD-00768,2024-04-28,West,Furniture,Bookcases,Metal Bookcase,6,0.15,1010.78,94.86
ORD-00769,2024-11-29,East,Furniture,Tables,Office Table,2,0.05,1176,244.19
ORD-00770,2025-01-19,East,Furniture,Tables,Computer Table,8,0,5716.65,-647.85
ORD-00771,2025-09-16,South,Furniture,Tables,Conference Table,3,0.15,1678.97,122.95
ORD-00772,2024-10-03,East,Office Supplies,Binders,Premium Binder,1,0.1,123.31,23.03
ORD-00773,2025-04-14,South,Furniture,Tables,Office Table,5,0.2,675.9,91.58
ORD-00774,2025-09-18,East,Technology,Machines,Printer,2,0.15,1325.25,9.99
ORD-00775,2024-08-09,South,Office Supplies,Paper,Copy Paper,7,0.3,4536.56,-639.64
ORD-00776,2025-03-20,East,Technology,Phones,Office Phone,1,0.15,755.12,-150.32
ORD-00777,2025-04-26,West,Office Supplies,Storage,Storage Box,8,0.3,4888.49,-229.16
ORD-00778,2024-09-03,West,Technology,Phones,Office Phone,7,0.05,853.8,-48.19
ORD-00779,2025-10-25,West,Furniture,Tables,Computer Table,5,0.05,2807.35,567.49
ORD-00780,2025-08-20,West,Office Supplies,Paper,Copy Paper,7,0.05,4396.97,-97.2
ORD-00781,2025-04-20,West,Technology,Phones,Business Phone,6,0.2,259.45,-8.84
ORD-00782,2024-10-03,East,Technology,Phones,Office Phone,6,0.3,4146.68,-75.56
ORD-00783,2025-11-21,Central,Furniture,Chairs,Ergonomic Chair,6,0.15,2904.39,-143.29
ORD-00784,2024-06-28,West,Technology,Machines,Printer,3,0.1,602.94,-92.11
ORD-00785,2025-05-04,East,Technology,Phones,Business Phone,6,0.1,2414.77,-25.24
ORD-00786,2024-02-25,West,Office Supplies,Paper,Printer Paper,8,0.2,3274.17,-568.24
ORD-00787,2025-12-27,Central,Office Supplies,Storage,Storage Box,2,0.05,1413.48,25.62
ORD-00788,2024-03-23,South,Furniture,Tables,Office Table,2,0.05,464.59,59.54
ORD-00789,2025-05-23,East,Furniture,Bookcases,Wood Bookcase,5,0.15,3735.79,117.9
ORD-00790,2024-05-15,South,Office Supplies,Paper,Printer Paper,1,0.1,163.28,-31.82
ORD-00791,2024-08-25,Central,Office Supplies,Storage,Storage Box,6,0.15,2788.28,287.35
ORD-00792,2025-07-15,South,Office Supplies,Paper,Notebook Paper,3,0.1,450.32,-38.46
ORD-00793,2025-05-10,Central,Office Supplies,Binders,Premium Binder,6,0.1,2197.39,-282.31
ORD-00794,2024-06-13,Central,Furniture,Chairs,Conference Chair,3,0.05,608.99,-105.7
ORD-00795,2024-11-20,East,Office Supplies,Paper,Printer Paper,3,0.05,1359.02,-239.93
ORD-00796,2024-11-20,Central,Furniture,Tables,Conference Table,3,0.2,727.37,140.67
ORD-00797,2025-02-18,South,Furniture,Tables,Conference Table,3,0,2330.15,165.97
ORD-00798,2025-06-03,Central,Technology,Machines,Scanner,8,0.1,6055.08,859.3
ORD-00799,2025-08-10,East,Technology,Machines,Scanner,6,0.3,597.21,-20.7
ORD-00800,2024-02-11,East,Technology,Machines,Printer,5,0,1666.36,344.61
ORD-00801,2025-04-01,Central,Furniture,Tables,Office Table,4,0.2,1636.35,211.73
ORD-00802,2024-10-11,East,Furniture,Chairs,Conference Chair,8,0.3,4024.23,-864.43
ORD-00803,2025-06-08,South,Furniture,Tables,Conference Table,1,0.3,279.01,-52.16
ORD-00804,2025-03-13,Central,Office Supplies,Paper,Copy Paper,5,0.1,1433.53,350.73
ORD-00805,2025-07-28,West,Furniture,Bookcases,Metal Bookcase,7,0.15,1651.59,252.87
ORD-00806,2025-03-10,South,Furniture,Bookcases,Wood Bookcase,3,0.05,759.94,199.22
ORD-00807,2025-06-21,Central,Furniture,Bookcases,Metal Bookcase,2,0,678.76,163.33
ORD-00808,2025-02-28,East,Technology,Accessories,Headset,3,0.05,489.06,-8.26
ORD-00809,2025-07-21,South,Furniture,Tables,Computer Table,5,0.15,2195.65,-9.47
ORD-00810,2024-01-28,West,Furniture,Tables,Conference Table,8,0,4239.79,977.85
ORD-00811,2025-03-03,East,Office Supplies,Storage,Desk Organizer,4,0,452.39,-23.74
ORD-00812,2024-03-09,Central,Technology,Accessories,Headset,7,0.1,3479.64,48.64
ORD-00813,2025-12-11,West,Office Supplies,Storage,Desk Organizer,1,0.1,143.35,-25.53
ORD-00814,2024-11-23,South,Technology,Phones,Business Phone,3,0,698.05,9.06
ORD-00815,2024-12-30,West,Office Supplies,Paper,Notebook Paper,2,0.2,325.23,19.15
ORD-00816,2024-04-06,East,Technology,Accessories,Mouse,5,0.1,2703.9,301.86
ORD-00817,2024-04-08,Central,Furniture,Chairs,Office Chair,5,0.1,3058.92,-47.36
ORD-00818,2024-06-15,West,Furniture,Chairs,Conference Chair,4,0.05,2528.72,163.06
ORD-00819,2025-12-07,West,Office Supplies,Paper,Copy Paper,2,0.05,1462.01,41.05
ORD-00820,2024-11-15,Central,Furniture,Tables,Computer Table,6,0.05,3399.28,-609.39
ORD-00821,2024-05-01,East,Furniture,Bookcases,Wood Bookcase,4,0.1,459.3,-66.64
ORD-00822,2024-03-21,South,Technology,Phones,Smartphone,1,0.15,587.82,-116.35
ORD-00823,2024-04-20,West,Technology,Machines,Shredder,1,0.15,108.53,-10.97
ORD-00824,2024-03-08,Central,Technology,Phones,Smartphone,2,0.2,342.4,63.19
ORD-00825,2024-07-08,Central,Furniture,Chairs,Office Chair,5,0.2,1383.73,-216.06
ORD-00826,2025-05-27,East,Technology,Machines,Printer,2,0.2,1169.13,15.51
ORD-00827,2024-07-15,Central,Furniture,Bookcases,Wood Bookcase,2,0.05,1457.5,290.18
ORD-00828,2025-05-01,Central,Technology,Machines,Printer,8,0.3,5676.12,-975.21
ORD-00829,2024-12-29,South,Office Supplies,Binders,Presentation Binder,4,0.15,415.87,97.9
ORD-00830,2024-05-06,South,Furniture,Bookcases,Wood Bookcase,8,0.1,4443.58,227.87
ORD-00831,2024-02-11,West,Office Supplies,Paper,Copy Paper,7,0.1,2569.05,343.33
ORD-00832,2025-12-04,South,Furniture,Bookcases,Metal Bookcase,5,0.15,804.9,-149.29
ORD-00833,2025-05-02,Central,Furniture,Chairs,Conference Chair,8,0.3,755.05,-40.39
ORD-00834,2025-11-05,West,Furniture,Chairs,Ergonomic Chair,7,0.3,3112.11,-647.97
ORD-00835,2024-06-21,West,Office Supplies,Binders,Ring Binder,4,0.2,2577.7,-113.49
ORD-00836,2024-08-26,South,Technology,Accessories,Mouse,5,0.3,3495.18,-318.74
ORD-00837,2025-11-13,South,Office Supplies,Storage,Storage Box,3,0.15,301.08,-30.77
ORD-00838,2025-05-24,East,Technology,Phones,Smartphone,2,0.3,113.27,-25.33
ORD-00839,2025-11-25,West,Furniture,Tables,Computer Table,6,0.05,1517.67,142.94
ORD-00840,2024-03-19,South,Office Supplies,Binders,Ring Binder,8,0.15,3185.8,102.01
ORD-00841,2025-07-07,West,Furniture,Tables,Office Table,7,0.15,1787.84,-79.35
ORD-00842,2025-04-15,West,Furniture,Chairs,Conference Chair,5,0.3,684.65,-38.95
ORD-00843,2024-11-15,South,Office Supplies,Binders,Presentation Binder,8,0.3,3344.44,-23.01
ORD-00844,2025-04-26,South,Technology,Phones,Office Phone,1,0.15,216.99,11.8
ORD-00845,2025-01-21,Central,Office Supplies,Paper,Copy Paper,1,0.2,52.43,8.13
ORD-00846,2024-12-23,West,Technology,Accessories,Mouse,2,0.15,556.73,-29.57
ORD-00847,2024-12-25,West,Technology,Phones,Smartphone,4,0.3,974.72,-210.47
ORD-00848,2025-12-05,West,Office Supplies,Binders,Ring Binder,3,0,1319.9,-214.89
ORD-00849,2025-11-04,South,Technology,Machines,Scanner,5,0,2814.24,254.62
ORD-00850,2024-11-20,South,Technology,Accessories,Mouse,2,0.15,188.74,17.56
ORD-00851,2024-12-10,South,Technology,Machines,Scanner,3,0.2,722.83,156.09
ORD-00852,2024-07-25,South,Technology,Phones,Office Phone,4,0.1,884.6,-60.36
ORD-00853,2025-08-10,South,Furniture,Bookcases,Wood Bookcase,2,0.2,537.19,-106.93
ORD-00854,2025-06-27,South,Office Supplies,Binders,Ring Binder,2,0.3,1225.66,-28.03
ORD-00855,2024-11-03,South,Technology,Machines,Scanner,4,0.15,1285.11,89.94
ORD-00856,2025-04-09,East,Furniture,Bookcases,Wood Bookcase,8,0.05,4229.89,788.86
ORD-00857,2025-04-23,Central,Technology,Machines,Shredder,7,0.2,3901.95,-789.97
ORD-00858,2024-07-24,Central,Office Supplies,Binders,Premium Binder,3,0.3,1538.85,-179.85
ORD-00859,2025-03-21,South,Office Supplies,Binders,Presentation Binder,4,0.15,878.61,-75.09
ORD-00860,2024-06-13,Central,Technology,Machines,Printer,7,0.05,750.53,-78.22
ORD-00861,2024-09-08,Central,Office Supplies,Paper,Notebook Paper,7,0.15,3534.49,-708.59
ORD-00862,2024-06-12,Central,Furniture,Chairs,Ergonomic Chair,5,0.3,2079.17,86.03
ORD-00863,2024-02-13,South,Furniture,Chairs,Office Chair,6,0.2,1438.82,-288.85
ORD-00864,2025-02-20,Central,Technology,Machines,Printer,7,0.3,4385.81,-642.17
ORD-00865,2025-08-07,West,Technology,Machines,Shredder,5,0.15,3416.69,-368.95
ORD-00866,2024-05-05,Central,Office Supplies,Storage,Desk Organizer,7,0.3,3886.86,681.48
ORD-00867,2024-08-11,East,Furniture,Chairs,Office Chair,5,0.15,1629.19,292.33
ORD-00868,2024-02-27,South,Technology,Accessories,Headset,2,0.1,869.08,11.67
ORD-00869,2024-09-09,Central,Furniture,Tables,Conference Table,6,0.1,213.16,51.1
ORD-00870,2025-09-12,West,Technology,Machines,Printer,4,0.1,1759.4,-110.38
ORD-00871,2025-12-18,Central,Technology,Phones,Office Phone,4,0.15,1243.58,249.96
ORD-00872,2025-02-06,Central,Office Supplies,Binders,Premium Binder,5,0.05,3408.58,-404.92
ORD-00873,2025-03-25,Central,Technology,Accessories,Keyboard,5,0,3310.47,836.32
ORD-00874,2025-04-27,South,Office Supplies,Storage,Storage Box,2,0.05,1115.51,45.08
ORD-00875,2024-12-26,South,Technology,Machines,Shredder,6,0.15,3247.07,431.89
ORD-00876,2025-10-18,East,Technology,Accessories,Headset,3,0,997.55,108.75
ORD-00877,2024-11-17,West,Furniture,Chairs,Office Chair,3,0.2,1581.43,212.88
ORD-00878,2024-11-23,South,Office Supplies,Storage,File Cabinet,5,0.05,2746.36,515.8
ORD-00879,2024-10-15,East,Furniture,Tables,Conference Table,3,0.15,2031.6,441.04
ORD-00880,2025-08-07,East,Furniture,Chairs,Conference Chair,4,0,3119.28,-276.98
ORD-00881,2025-12-19,East,Furniture,Tables,Computer Table,7,0.2,1482.44,-280.23
ORD-00882,2025-01-11,East,Technology,Phones,Smartphone,7,0.15,4482.19,43.96
